Suburb,Rooms,Type,Price,Method,Postcode,Propertycount,Distance,CouncilArea
Oakleigh East,4,h,1170000,S,3166,2547,12.3,Monash City Council
Oakleigh South,4,h,1166000,S,3167,3692,15.5,Kingston City Council
Pakenham,3,h,,W,3810,17384,47.3,Cardinia Shire Council
Parkdale,3,t,800000,PI,3195,5087,21.5,Kingston City Council
Parkdale,2,u,620000,SP,3195,5087,21.5,Kingston City Council
Parkdale,4,h,1520000,VB,3195,5087,21.5,Kingston City Council
Parkdale,3,h,1285000,SP,3195,5087,21.5,Kingston City Council
Pascoe Vale,3,u,620000,S,3044,7485,8.5,Moreland City Council
Pascoe Vale,2,u,460000,VB,3044,7485,8.5,Moreland City Council
Pascoe Vale,3,h,880000,PI,3044,7485,8.5,Moreland City Council
Patterson Lakes,3,u,525000,S,3197,3351,31.2,Kingston City Council
Point Cook,4,h,,VB,3030,15542,14.7,Wyndham City Council
Point Cook,4,h,,SN,3030,15542,14.7,Wyndham City Council
Point Cook,4,h,,PI,3030,15542,14.7,Wyndham City Council
Point Cook,4,h,,PI,3030,15542,14.7,Wyndham City Council
Port Melbourne,2,h,575000,S,3207,8648,3.5,Melbourne City Council
Port Melbourne,2,u,650000,VB,3207,8648,3.5,Melbourne City Council
Prahran,1,u,395000,S,3181,7717,4.6,Stonnington City Council
Prahran,3,h,2205000,S,3181,7717,4.6,Stonnington City Council
Prahran,2,u,630000,SA,3181,7717,4.6,Stonnington City Council
Preston,2,u,410000,S,3072,14577,8.4,Darebin City Council
Preston,2,t,765000,S,3072,14577,8.4,Darebin City Council
Preston,2,h,790000,SP,3072,14577,8.4,Darebin City Council
Preston,4,h,1563000,S,3072,14577,8.4,Darebin City Council
Preston,3,h,965000,S,3072,14577,8.4,Darebin City Council
Preston,2,u,643000,S,3072,14577,8.4,Darebin City Council
Preston,4,h,,SN,3072,14577,8.4,Darebin City Council
Preston,4,t,820000,S,3072,14577,8.4,Darebin City Council
Preston,2,u,495000,S,3072,14577,8.4,Darebin City Council
Reservoir,3,h,821000,SP,3073,21650,12,Darebin City Council
Reservoir,3,h,707500,S,3073,21650,12,Darebin City Council
Reservoir,2,t,517500,S,3073,21650,12,Darebin City Council
Richmond,2,h,,PI,3121,14949,2.4,Yarra City Council
Richmond,3,t,,S,3121,14949,2.4,Yarra City Council
Richmond,1,u,366000,S,3121,14949,2.4,Yarra City Council
Richmond,3,h,1400000,S,3121,14949,2.4,Yarra City Council
Ringwood,3,h,,PI,3134,7785,19.9,Maroondah City Council
Ringwood,4,t,880000,S,3134,7785,19.9,Maroondah City Council
Ringwood East,4,h,866500,SP,3135,4407,21.3,Maroondah City Council
Rosanna,3,h,,S,3084,3540,8.9,Banyule City Council
Rowville,5,h,,PI,3178,11667,23.5,Knox City Council
Sandringham,2,h,1350000,S,3191,4497,15.2,Bayside City Council
Seaford,2,h,680000,S,3198,8077,35.4,Frankston City Council
Seaford,4,h,860000,SP,3198,8077,35.4,Frankston City Council
Seaford,4,h,,PI,3198,8077,35.4,Frankston City Council
Seddon,2,t,750000,VB,3011,2417,5.1,Maribyrnong City Council
Seddon,2,t,762000,SP,3011,2417,5.1,Maribyrnong City Council
South Morang,4,h,622000,S,3752,7969,20.5,Whittlesea City Council
South Yarra,2,u,,SP,3141,14887,2.7,Melbourne City Council
South Yarra,2,u,750000,PI,3141,14887,2.7,Melbourne City Council
South Yarra,3,t,1301000,S,3141,14887,2.7,Melbourne City Council
South Yarra,2,u,,W,3141,14887,2.7,Melbourne City Council
South Yarra,2,u,1425000,PI,3141,14887,2.7,Melbourne City Council
South Yarra,3,u,,PI,3141,14887,2.7,Melbourne City Council
South Yarra,1,u,500000,S,3141,14887,2.7,Melbourne City Council
Southbank,2,u,750000,SP,3006,8400,0.7,Melbourne City Council
Southbank,2,u,585000,S,3006,8400,0.7,Melbourne City Council
Springvale,1,u,300000,PI,3171,7412,20.8,Greater Dandenong City Council
Springvale,4,u,685000,S,3171,7412,20.8,Greater Dandenong City Council
Springvale South,3,h,720000,S,3172,4054,22.2,Greater Dandenong City Council
St Kilda,2,u,987500,S,3182,13240,5,Port Phillip City Council
St Kilda,2,u,625000,PI,3182,13240,5,Port Phillip City Council
Strathmore,3,u,795000,PI,3041,3284,8.2,Moonee Valley City Council
Strathmore,2,u,641000,S,3041,3284,8.2,Moonee Valley City Council
Sunbury,4,h,560000,SP,3429,14092,31.7,Hume City Council
Sunshine,3,h,750000,PI,3020,3755,10.5,Brimbank City Council
Sunshine,2,u,470000,PI,3020,3755,10.5,Brimbank City Council
Sunshine North,2,u,1092000,SP,3020,4217,10.5,Brimbank City Council
Sunshine North,2,t,470000,VB,3020,4217,10.5,Brimbank City Council
Sunshine North,3,h,,PI,3020,4217,10.5,Brimbank City Council
Sunshine North,4,h,,PI,3020,4217,10.5,Brimbank City Council
Sunshine West,3,h,720000,SP,3020,6763,10.5,Brimbank City Council
Sunshine West,3,h,,W,3020,6763,10.5,Brimbank City Council
Sunshine West,4,h,586500,S,3020,6763,10.5,Brimbank City Council
Surrey Hills,3,h,1537000,S,3127,5457,10.2,Boroondara City Council
Surrey Hills,3,u,1150000,VB,3127,5457,10.2,Boroondara City Council
Sydenham,2,u,475000,SP,3037,3640,18,Brimbank City Council
Taylors Hill,4,h,790000,S,3037,4242,18,Melton City Council
Templestowe,4,h,1100000,PI,3106,6202,15.5,Manningham City Council
Templestowe,4,h,1200000,S,3106,6202,15.5,Manningham City Council
Templestowe Lower,3,h,1045000,PI,3107,5420,12.4,Manningham City Council
Thomastown,3,h,,PI,3074,7955,15.3,Whittlesea City Council
Thomastown,3,h,597000,S,3074,7955,15.3,Whittlesea City Council
Thornbury,3,h,1055200,SP,3071,8870,7,Darebin City Council
Toorak,4,h,,SN,3142,7217,4.1,Stonnington City Council
Vermont,3,h,886000,S,3133,4181,17.2,Maroondah City Council
Wantirna,5,h,1066000,S,3152,5424,14.7,Knox City Council
Warrandyte,4,h,,S,3113,2003,21.1,Manningham City Council
Watsonia,4,h,1125000,SP,3087,2329,14.5,Banyule City Council
Watsonia,4,h,780000,S,3087,2329,14.5,Banyule City Council
Watsonia North,4,h,747000,S,3087,1442,14.5,Banyule City Council
Werribee,3,h,480000,S,3030,16166,14.7,Wyndham City Council
Werribee,3,h,510000,SP,3030,16166,14.7,Wyndham City Council
Werribee,3,h,500000,S,3030,16166,14.7,Wyndham City Council
Werribee,3,h,460000,S,3030,16166,14.7,Wyndham City Council
West Footscray,2,u,351000,SP,3012,5058,6.4,Maribyrnong City Council
West Footscray,3,h,1050000,PI,3012,5058,6.4,Maribyrnong City Council
Westmeadows,2,t,540000,S,3049,2474,16.5,Hume City Council
Westmeadows,3,u,,PI,3049,2474,16.5,Hume City Council
Wheelers Hill,4,h,1063000,S,3150,7392,16.7,Monash City Council
Wheelers Hill,5,h,1155000,S,3150,7392,16.7,Monash City Council
Williamstown,4,h,1100000,SP,3016,6380,6.8,Hobsons Bay City Council
Williamstown,3,h,,SP,3016,6380,6.8,Hobsons Bay City Council
Williamstown,4,h,1700000,S,3016,6380,6.8,Hobsons Bay City Council
Wyndham Vale,4,h,494500,S,3024,5262,27.2,Wyndham City Council
Wyndham Vale,4,h,564000,S,3024,5262,27.2,Wyndham City Council
Yallambie,3,h,900000,VB,3085,1369,12.7,Banyule City Council
Yallambie,4,h,930000,SP,3085,1369,12.7,Banyule City Council
Yarraville,3,h,1370000,S,3013,6543,6.3,Maribyrnong City Council
Yarraville,3,t,927000,S,3013,6543,6.3,Maribyrnong City Council
Abbotsford,2,h,1030000,S,3067,4019,3,Yarra City Council
Abbotsford,4,h,,W,3067,4019,3,Yarra City Council
Abbotsford,3,h,927000,S,3067,4019,3,Yarra City Council
Airport West,3,u,650000,PI,3042,3464,10.4,Moonee Valley City Council
Airport West,3,t,552000,SP,3042,3464,10.4,Moonee Valley City Council
Albert Park,3,h,2800000,VB,3206,3280,3,Port Phillip City Council
Albert Park,1,h,985000,S,3206,3280,3,Port Phillip City Council
Albion,2,h,460000,S,3020,2185,10.5,Brimbank City Council
Albion,2,u,190000,SP,3020,2185,10.5,Brimbank City Council
Alphington,4,h,1950000,S,3078,2211,5.7,Darebin City Council
Altona,2,h,535600,SP,3018,5301,11,Hobsons Bay City Council
Altona Meadows,2,u,380000,S,3028,7630,15.5,Hobsons Bay City Council
Altona North,3,h,800000,SP,3025,5132,9.4,Hobsons Bay City Council
Armadale,2,u,546000,SP,3143,4836,6.3,Stonnington City Council
Armadale,2,h,,SN,3143,4836,6.3,Stonnington City Council
Armadale,2,u,471500,S,3143,4836,6.3,Stonnington City Council
Ascot Vale,4,h,1705000,S,3032,6567,4.3,Moonee Valley City Council
Ascot Vale,3,h,970000,S,3032,6567,4.3,Moonee Valley City Council
Ascot Vale,2,h,925000,S,3032,6567,4.3,Moonee Valley City Council
Ashburton,4,h,1280000,S,3147,3052,10.2,Boroondara City Council
Aspendale,3,t,1375000,S,3195,2824,21.5,Kingston City Council
Balwyn,5,h,,S,3103,5682,7.9,Boroondara City Council
Balwyn,4,h,1700000,VB,3103,5682,7.9,Boroondara City Council
Balwyn,2,h,1010000,PI,3103,5682,7.9,Boroondara City Council
Balwyn North,4,h,2040000,PI,3104,7809,9.7,Boroondara City Council
Balwyn North,2,u,691500,S,3104,7809,9.7,Boroondara City Council
Balwyn North,3,h,,S,3104,7809,9.7,Boroondara City Council
Balwyn North,4,h,,S,3104,7809,9.7,Boroondara City Council
Balwyn North,5,h,1836000,S,3104,7809,9.7,Boroondara City Council
Balwyn North,4,h,,S,3104,7809,9.7,Boroondara City Council
Beaumaris,4,h,1550000,VB,3193,5366,17.3,Bayside City Council
Beaumaris,2,u,680000,VB,3193,5366,17.3,Bayside City Council
Beaumaris,5,h,1450000,S,3193,5366,17.3,Bayside City Council
Beaumaris,3,t,940000,S,3193,5366,17.3,Bayside City Council
Bellfield,3,u,828000,S,3081,790,8.8,Banyule City Council
Bellfield,3,u,676000,S,3081,790,8.8,Banyule City Council
Bentleigh,2,u,760000,S,3204,6795,11.4,Glen Eira City Council
Bentleigh,2,u,405000,S,3204,6795,11.4,Glen Eira City Council
Bentleigh East,2,h,640000,PI,3165,10969,13.8,Glen Eira City Council
Bentleigh East,2,h,1160000,S,3165,10969,13.8,Glen Eira City Council
Bentleigh East,4,t,1210000,S,3165,10969,13.8,Glen Eira City Council
Bentleigh East,4,h,1306000,S,3165,10969,13.8,Glen Eira City Council
Bentleigh East,3,h,1291000,S,3165,10969,13.8,Glen Eira City Council
Berwick,3,h,,SN,3806,17093,35.2,Casey City Council
Black Rock,4,h,1888000,S,3193,2866,17.3,Bayside City Council
Black Rock,3,t,1620000,S,3193,2866,17.3,Bayside City Council
Black Rock,3,h,,S,3193,2866,17.3,Bayside City Council
Blackburn,4,h,1150000,PI,3130,5713,13.4,Whitehorse City Council
Blackburn,3,t,833000,S,3130,5713,13.4,Whitehorse City Council
Blackburn,4,h,1161000,S,3130,5713,13.4,Whitehorse City Council
Blackburn,3,u,937500,SP,3130,5713,13.4,Whitehorse City Council
Blackburn North,3,t,900000,PI,3130,2867,13.4,Whitehorse City Council
Blackburn South,2,u,685000,S,3130,4387,13.4,Whitehorse City Council
Box Hill,2,u,420000,VB,3128,4605,10.9,Whitehorse City Council
Box Hill,5,h,,PI,3128,4605,10.9,Whitehorse City Council
Briar Hill,3,h,557000,S,3088,1390,16.1,Banyule City Council
Briar Hill,2,h,606000,S,3088,1390,16.1,Banyule City Council
Brighton,3,h,1600000,VB,3186,10579,10.5,Bayside City Council
Brighton,4,h,1500000,VB,3186,10579,10.5,Bayside City Council
Brighton,4,h,,S,3186,10579,10.5,Bayside City Council
Brighton,3,u,920000,S,3186,10579,10.5,Bayside City Council
Brighton East,2,u,563000,S,3187,6938,10.3,Bayside City Council
Brighton East,2,t,1014000,S,3187,6938,10.3,Bayside City Council
Broadmeadows,3,h,440000,SP,3047,4294,14,Hume City Council
Brunswick,2,h,945000,S,3056,11918,5.2,Moreland City Council
Brunswick,4,h,,S,3056,11918,5.2,Moreland City Council
Brunswick,2,h,755000,S,3056,11918,5.2,Moreland City Council
Brunswick East,3,h,1335000,S,3057,5533,4,Moreland City Council
Brunswick East,2,u,420000,PI,3057,5533,4,Moreland City Council
Brunswick East,3,t,805000,S,3057,5533,4,Moreland City Council
Brunswick East,3,t,892000,S,3057,5533,4,Moreland City Council
Brunswick West,4,h,1585000,SP,3055,7082,5.2,Moreland City Council
Brunswick West,4,h,970000,PI,3055,7082,5.2,Moreland City Council
Brunswick West,3,u,490000,VB,3055,7082,5.2,Moreland City Council
Bulleen,5,h,,PI,3105,4480,10.8,Manningham City Council
Bulleen,3,u,850000,PI,3105,4480,10.8,Manningham City Council
Bundoora,3,h,,PI,3083,10175,12.1,Banyule City Council
Bundoora,3,u,,PI,3083,10175,12.1,Banyule City Council
Bundoora,4,h,715000,S,3083,10175,12.1,Banyule City Council
Bundoora,3,h,,PI,3083,10175,12.1,Banyule City Council
Burwood East,3,u,665000,S,3151,4048,14.7,Whitehorse City Council
Burwood East,4,h,1095500,S,3151,4048,14.7,Whitehorse City Council
Cairnlea,3,h,,SN,3023,2674,14.8,Brimbank City Council
Camberwell,2,h,,S,3124,8920,7.7,Boroondara City Council
Camberwell,3,h,,S,3124,8920,7.7,Boroondara City Council
Canterbury,2,u,,SP,3126,3265,8.4,Boroondara City Council
Canterbury,2,u,1016000,S,3126,3265,8.4,Boroondara City Council
Carlton,2,u,600000,VB,3053,6786,1.6,Melbourne City Council
Carlton,2,h,957000,S,3053,6786,1.6,Melbourne City Council
Carnegie,1,u,270000,S,3163,7822,10.1,Glen Eira City Council
Carnegie,1,u,365000,S,3163,7822,10.1,Glen Eira City Council
Carnegie,1,u,340000,S,3163,7822,10.1,Glen Eira City Council
Carrum Downs,3,h,,PN,3201,8060,34.9,Frankston City Council
Caulfield,3,h,1090000,S,3162,2379,8.7,Glen Eira City Council
Caulfield South,3,h,,SN,3162,5051,8.7,Glen Eira City Council
Caulfield South,4,t,1775000,S,3162,5051,8.7,Glen Eira City Council
Chelsea,2,u,390000,S,3196,3906,27,Kingston City Council
Cheltenham,3,h,1316000,S,3192,9758,17.9,Bayside City Council
Cheltenham,2,u,583000,S,3192,9758,17.9,Bayside City Council
Cheltenham,4,h,970000,S,3192,9758,17.9,Bayside City Council
Cheltenham,2,h,,SN,3192,9758,17.9,Bayside City Council
Cheltenham,3,h,1260000,S,3192,9758,17.9,Bayside City Council
Clayton,4,t,720000,S,3168,5837,16.7,Monash City Council
Clayton,3,u,618000,S,3168,5837,16.7,Monash City Council
Clayton,2,t,530000,PI,3168,5837,16.7,Monash City Council
Clayton,3,h,761000,S,3168,5837,16.7,Monash City Council
Clayton South,4,h,765000,S,3169,4734,17.5,Kingston City Council
Clayton South,3,t,,SN,3169,4734,17.5,Kingston City Council
Clifton Hill,3,h,,S,3068,2954,3.6,Yarra City Council
Coburg,3,h,830000,PI,3058,11204,6.7,Darebin City Council
Coburg,3,h,1194500,S,3058,11204,6.7,Darebin City Council
Coburg,2,u,425000,S,3058,11204,6.7,Darebin City Council
Coburg,2,h,645000,SP,3058,11204,6.7,Darebin City Council
Coburg,3,h,,PN,3058,11204,6.7,Darebin City Council
Coburg,2,t,,SN,3058,11204,6.7,Darebin City Council
Collingwood,2,u,860000,PI,3066,4553,2,Yarra City Council
Craigieburn,4,h,,SN,3064,15510,20.6,Hume City Council
Craigieburn,3,h,360000,S,3064,15510,20.6,Hume City Council
Craigieburn,3,h,,PI,3064,15510,20.6,Hume City Council
Craigieburn,4,h,468000,S,3064,15510,20.6,Hume City Council
Craigieburn,4,h,490000,S,3064,15510,20.6,Hume City Council
Craigieburn,6,h,420000,SP,3064,15510,20.6,Hume City Council
Craigieburn,3,h,434500,S,3064,15510,20.6,Hume City Council
Cranbourne,4,h,414000,S,3977,7680,34.7,Casey City Council
Cranbourne South,3,h,555000,S,3977,615,34.7,Casey City Council
Cremorne,2,h,,S,3121,1123,2.4,Yarra City Council
Croydon,5,h,750000,S,3136,11925,23,Maroondah City Council
Croydon,5,h,795000,S,3136,11925,23,Maroondah City Council
Croydon,3,h,725000,S,3136,11925,23,Maroondah City Council
Croydon South,3,h,600000,SP,3136,1863,23,Maroondah City Council
Dallas,3,h,275000,S,3047,2246,14,Hume City Council
Dandenong,3,h,,PI,3175,10894,24.7,Greater Dandenong City Council
Dandenong,2,h,340000,S,3175,10894,24.7,Greater Dandenong City Council
Dandenong,6,h,,SN,3175,10894,24.7,Greater Dandenong City Council
Deepdene,3,h,2100000,VB,3103,892,7.9,Boroondara City Council
Deer Park,3,h,371000,SP,3023,6388,14.8,Brimbank City Council
Delahey,3,h,408000,S,3037,2898,18,Brimbank City Council
Dingley Village,3,h,,SN,3172,3940,22.2,Kingston City Council
Dingley Village,4,h,1060000,S,3172,3940,22.2,Kingston City Council
Dingley Village,3,h,800500,S,3172,3940,22.2,Kingston City Council
Docklands,2,u,625000,S,3008,4707,1.4,Melbourne City Council
Doncaster,3,h,1170500,S,3108,9028,12.4,Manningham City Council
Doncaster East,3,h,1170000,S,3109,10999,14.3,Manningham City Council
Doncaster East,4,h,1218000,S,3109,10999,14.3,Manningham City Council
Donvale,4,h,1030000,S,3111,4790,16.1,Manningham City Council
Donvale,5,h,1088000,S,3111,4790,16.1,Manningham City Council
Doveton,3,h,330000,PI,3177,3533,28.8,Casey City Council
Eaglemont,3,h,650000,S,3084,1651,8.9,Banyule City Council
Edithvale,3,h,,PN,3196,2546,27,Kingston City Council
Edithvale,3,u,725000,S,3196,2546,27,Kingston City Council
Edithvale,5,h,,SP,3196,2546,27,Kingston City Council
Eltham,3,h,742000,S,3095,6990,18,Banyule City Council
Eltham,5,h,1225000,SA,3095,6990,18,Banyule City Council
Eltham North,4,h,901000,SP,3095,2346,18,Banyule City Council
Eltham North,4,h,705000,S,3095,2346,18,Banyule City Council
Elwood,2,u,,S,3184,8989,7.2,Port Phillip City Council
Epping,3,h,439000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,h,451000,S,3076,10926,19.6,Whittlesea City Council
Epping,4,h,,PI,3076,10926,19.6,Whittlesea City Council
Epping,4,h,520000,S,3076,10926,19.6,Whittlesea City Council
Epping,4,h,431000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,u,,PI,3076,10926,19.6,Whittlesea City Council
Epping,3,h,,PN,3076,10926,19.6,Whittlesea City Council
Essendon,3,h,1505000,S,3040,9264,7.5,Moonee Valley City Council
Essendon,2,t,590000,S,3040,9264,7.5,Moonee Valley City Council
Essendon West,3,h,1115000,S,3040,588,7.5,Moonee Valley City Council
Essendon West,3,h,820000,VB,3040,588,7.5,Moonee Valley City Council
Fawkner,3,u,422500,S,3060,5070,13.1,Hume City Council
Fawkner,4,h,,SP,3060,5070,13.1,Hume City Council
Fitzroy,3,h,,SP,3065,5825,2.1,Yarra City Council
Fitzroy North,4,h,,S,3068,6244,3.6,Moreland City Council
Fitzroy North,4,h,,S,3068,6244,3.6,Moreland City Council
Footscray,2,h,745000,S,3011,7570,5.1,Maribyrnong City Council
Footscray,2,h,716000,S,3011,7570,5.1,Maribyrnong City Council
Forest Hill,3,h,,PI,3131,4385,15.4,Whitehorse City Council
Frankston,3,h,520101,SP,3199,17055,38,Frankston City Council
Frankston South,4,h,617000,S,3199,7566,38,Frankston City Council
Frankston South,4,h,,SP,3199,7566,38,Frankston City Council
Gisborne,3,h,678000,S,3437,3376,45.9,Macedon Ranges Shire Council
Gisborne,4,h,750000,PI,3437,3376,45.9,Macedon Ranges Shire Council
Gladstone Park,4,h,560000,S,3043,3285,12.9,Hume City Council
Gladstone Park,3,h,491000,SP,3043,3285,12.9,Hume City Council
Gladstone Park,4,h,590000,S,3043,3285,12.9,Hume City Council
Glen Iris,5,h,2400000,VB,3146,10412,7.3,Boroondara City Council
Glen Iris,2,u,460000,PI,3146,10412,7.3,Boroondara City Council
Glen Iris,5,h,,S,3146,10412,7.3,Boroondara City Council
Glen Iris,2,h,1541000,S,3146,10412,7.3,Boroondara City Council
Glen Waverley,3,h,1290000,S,3150,15321,16.7,Monash City Council
Glen Waverley,3,t,582500,S,3150,15321,16.7,Monash City Council
Glen Waverley,4,h,1200000,S,3150,15321,16.7,Monash City Council
Glen Waverley,3,h,826000,S,3150,15321,16.7,Monash City Council
Glenroy,2,h,270000,PI,3046,8870,11.2,Moreland City Council
Glenroy,4,h,825000,S,3046,8870,11.2,Moreland City Council
Glenroy,3,h,615000,S,3046,8870,11.2,Moreland City Council
Glenroy,4,h,638000,S,3046,8870,11.2,Moreland City Council
Greensborough,4,h,660000,PI,3088,8524,16.1,Banyule City Council
Greensborough,3,h,,SP,3088,8524,16.1,Banyule City Council
Greensborough,2,u,431000,S,3088,8524,16.1,Banyule City Council
Greenvale,3,h,360000,S,3059,4864,20.4,Hume City Council
Hampton,4,t,1200000,PI,3188,5454,13.8,Bayside City Council
Hampton,4,h,2130000,S,3188,5454,13.8,Bayside City Council
Hampton,2,u,,S,3188,5454,13.8,Bayside City Council
Hampton East,3,t,1200000,S,3188,2356,13.8,Bayside City Council
Hawthorn,2,u,450000,VB,3122,11308,5.3,Boroondara City Council
Hawthorn,3,h,2160000,S,3122,11308,5.3,Boroondara City Council
Hawthorn East,2,u,,PI,3123,6482,6.2,Boroondara City Council
Hawthorn East,4,h,2200000,PI,3123,6482,6.2,Boroondara City Council
Hawthorn East,3,h,975000,VB,3123,6482,6.2,Boroondara City Council
Hawthorn East,3,t,,S,3123,6482,6.2,Boroondara City Council
Heatherton,2,h,626000,S,3202,1048,18.7,Kingston City Council
Heidelberg,3,h,1030000,S,3084,2890,8.9,Banyule City Council
Heidelberg,3,h,1455000,PI,3084,2890,8.9,Banyule City Council
Heidelberg,3,h,1125000,VB,3084,2890,8.9,Banyule City Council
Heidelberg Heights,4,h,1000500,S,3081,2947,8.8,Banyule City Council
Heidelberg Heights,3,h,631000,S,3081,2947,8.8,Banyule City Council
Highett,2,h,1209000,S,3190,4794,16,Bayside City Council
Highett,3,h,900000,PI,3190,4794,16,Bayside City Council
Highett,3,h,1025000,S,3190,4794,16,Bayside City Council
Highett,4,t,1215000,SP,3190,4794,16,Bayside City Council
Highett,5,h,1100000,SP,3190,4794,16,Bayside City Council
Highett,3,t,945000,PI,3190,4794,16,Bayside City Council
Hughesdale,2,h,677500,PI,3166,3145,12.3,Monash City Council
Ivanhoe,1,u,385000,SP,3079,5549,7.8,Banyule City Council
Ivanhoe East,2,u,520000,VB,3079,1554,7.8,Banyule City Council
Jacana,3,h,421000,S,3047,851,14,Hume City Council
Keilor,5,h,880000,VB,3036,2339,14.5,Brimbank City Council
Keilor,4,h,410000,VB,3036,2339,14.5,Brimbank City Council
Keilor Downs,4,h,555000,S,3038,3656,15.5,Brimbank City Council
